价格,面积,室,卫,所在楼层,总楼层,位置1,位置2,小区,地铁站名,地铁距离
2130.0,10.0,4,1,2,11,顺义区,花梨坎,吉祥花园,15号线花梨坎站,450
1590.0,9.0,3,1,5,6,通州区,通州北关,西潞苑小区,6号线通州北关站,1950
1770.0,9.0,4,1,5,9,大兴区,清源路,兴华园,4号线大兴线清源路站,600
2340.0,9.0,3,1,7,28,朝阳区,黄渠,泰福苑三区,6号线黄渠站,500
1750.0,9.0,4,1,6,6,通州区,物资学院路,富河园,6号线物资学院路站,1250
2500.0,10.0,3,1,12,26,朝阳区,高碑店,金隅汇星苑,6号线青年路站,1450
1950.0,8.0,4,1,20,28,丰台区,樊羊路,花香东苑,房山线樊羊路站,450
1900.0,8.0,4,1,1,6,顺义区,花梨坎,蓝星花园,15号线花梨坎站,600
2490.0,15.0,4,1,7,13,丰台区,樊羊路,益辰欣园,房山线樊羊路站,450
2260.0,11.0,3,1,2,6,大兴区,亦庄文化园,听涛雅苑,亦庄线亦庄文化园站,950
4990.0,41.0,1,1,8,23,丰台区,大葆台,御景春天,房山线大葆台站,900
1930.0,11.0,4,1,4,6,丰台区,和义,久敬佳园二区,8号线南段和义站,850
3750.0,9.0,2,1,2,6,海淀区,大钟寺,学院南路60号院,"12号线,13号线大钟寺站",1150
2990.0,9.0,4,1,3,28,朝阳区,望京西,湖光壹号,"13号线,15号线望京西站",550
2010.0,9.0,3,1,10,18,朝阳区,管庄,远洋一方润园,八通线管庄站,950
3160.0,10.0,3,1,15,18,朝阳区,光熙门,西坝河北里,13号线光熙门站,500
2090.0,6.0,3,1,2,10,丰台区,方庄,芳星园二区,14号线东段方庄站,250
1700.0,9.0,5,2,11,11,通州区,北运河东,荔景园,6号线北运河东站,1100
2780.0,10.0,4,1,11,28,朝阳区,百子湾,石门新居,7号线百子湾站,250
3410.0,11.0,2,1,22,25,朝阳区,北苑路北,恒大名都,5号线北苑路北站,1200
6190.0,56.0,1,1,21,26,石景山区,八宝山,远洋山水,1号线八宝山站,650
1730.0,12.0,3,1,3,6,通州区,北运河东,紫运园,6号线北运河东站,1200
1790.0,16.0,4,1,5,6,通州区,万盛东,群芳三园,7号线万盛东站,1100
2590.0,8.0,3,1,6,18,西城区,陶然亭,清芷园,4号线大兴线陶然亭站,550
1880.0,9.0,3,1,2,6,顺义区,国展,天竺花园,15号线国展站,1300
5560.0,60.0,1,1,5,18,朝阳区,黄渠,泰福苑三区,6号线黄渠站,500
2060.0,18.0,3,1,3,6,通州区,通州北关,西潞苑小区,6号线通州北关站,1950
2280.0,10.0,4,2,10,18,朝阳区,褡裢坡,金福家园,6号线褡裢坡站,1000
1660.0,9.0,2,1,2,6,通州区,土桥,砖厂中路201号院,八通线土桥站,750
2010.0,9.0,3,1,7,15,顺义区,花梨坎,枫泉花园,15号线花梨坎站,700
3280.0,13.0,4,2,15,24,朝阳区,惠新西街北口,盛和家园,5号线惠新西街北口站,650
1940.0,9.0,3,1,8,19,大兴区,荣昌东街,南海家园七里,亦庄线荣昌东街站,3700
1360.0,11.0,3,1,9,15,房山区,篱笆房,加州水郡三期,房山线篱笆房站,2200
4970.0,49.0,1,1,9,14,丰台区,丽泽商务区,万润风景,"16号线,14号线东段丽泽商务区站",1100
1640.0,12.0,3,1,3,6,昌平区,昌平,京科苑,昌平线昌平站,1600
2520.0,11.0,3,1,26,29,丰台区,丰台站,三环新城7号院,"10号线,16号线丰台站站",450
3410.0,32.0,4,1,15,15,朝阳区,林萃桥,澳景花庭,8号线林萃桥站,900
2330.0,8.0,3,1,6,20,东城区,陶然桥,百荣嘉园,14号线东段陶然桥站,300
1820.0,8.0,3,1,5,11,顺义区,国展,翠竹新村,15号线国展站,1800
1790.0,11.0,4,1,4,6,通州区,通州北苑,通惠北路小区,八通线通州北苑站,1300
2970.0,18.0,5,2,2,9,朝阳区,四惠东,通惠家园惠生园,"1号线,八通线四惠东站",700
2490.0,10.0,4,1,4,6,朝阳区,高碑店,兴隆家园,八通线高碑店站,600
2340.0,15.0,3,1,3,27,朝阳区,小红门,鸿博家园一期B区,亦庄线小红门站,1250
2130.0,11.0,3,1,15,27,大兴区,旧宫,旧宫新苑南区,亦庄线旧宫站,1000
1700.0,10.0,3,1,5,6,顺义区,顺义,东兴二区,15号线顺义站,800
4160.0,42.0,1,1,4,6,通州区,九棵树,葛布店南里,八通线九棵树站,300
3190.0,12.0,5,1,11,28,朝阳区,潘家园,翌景嘉园,10号线潘家园站,350
3030.0,10.0,4,1,2,28,朝阳区,青年路,珠江罗马嘉园西区,6号线青年路站,500
2910.0,24.0,4,1,1,6,通州区,通州北苑,华兴园,八通线通州北苑站,450
2600.0,11.0,2,1,10,22,丰台区,丰台南路,鸿业兴园二区,9号线丰台南路站,900
1920.0,19.0,4,1,6,6,通州区,北运河西,南小园,6号线北运河西站,1400
1120.0,8.0,4,1,5,11,房山区,篱笆房,加州水郡四期,房山线篱笆房站,2550
1730.0,10.0,3,1,3,28,通州区,高楼金,新城乐居,7号线高楼金站,450
3310.0,10.0,2,1,5,5,朝阳区,红庙,延静里中街,"6号线,14号线东段金台路站",800
2620.0,11.0,3,1,2,23,丰台区,刘家窑,正邦嘉园,5号线刘家窑站,300
1660.0,12.0,4,1,4,6,通州区,北运河西,运乔嘉园,6号线北运河西站,1000
2630.0,16.0,4,2,22,28,昌平区,天通苑,天通苑北一区,5号线天通苑站,350
2980.0,12.0,4,1,19,22,海淀区,西小口,莱圳家园,8号线西小口站,650
3130.0,17.0,3,1,4,28,朝阳区,潘家园,百环花园,10号线潘家园站,250
2440.0,19.0,5,2,6,6,朝阳区,黄渠,常营民族家园CDF区,6号线黄渠站,750
1610.0,9.0,3,1,5,6,通州区,九棵树,西营前街,6号线北运河西站,1900
6690.0,50.0,1,1,1,12,朝阳区,大郊亭,后现代城,7号线大郊亭站,650
1650.0,10.0,4,1,1,8,房山区,长阳,倘徉嘉园,无,65535
2950.0,16.0,5,1,6,12,朝阳区,成寿寺,中海城风情苑,10号线成寿寺站,350
3100.0,21.0,3,1,16,28,朝阳区,管庄,东卫城,八通线管庄站,400
6090.0,59.0,1,1,3,5,海淀区,永泰庄,宝盛里,8号线永泰庄站,1200
2280.0,9.0,2,1,5,6,石景山区,八角游乐园,七星园,1号线八角游乐园站,900
2080.0,12.0,5,1,1,15,顺义区,石门,万科四季花城,15号线石门站,450
1730.0,14.0,3,1,3,6,通州区,通州北关,潞苑嘉园,6号线通州北关站,2050
1760.0,11.0,4,1,3,6,顺义区,石门,前进花园石门苑,15号线石门站,800
1420.0,13.0,3,1,4,13,房山区,苏庄,佳世苑小区,房山线苏庄站,650
5040.0,49.0,1,1,18,20,通州区,物资学院路,新建村二期,6号线物资学院路站,550
1560.0,10.0,4,1,1,6,昌平区,昌平,京科苑,昌平线昌平站,1600
3240.0,19.0,2,1,8,19,朝阳区,潘家园,华威北里,10号线潘家园站,350
3540.0,9.0,3,1,5,6,海淀区,知春路,罗庄西里,"13号线,10号线知春路站",350
2040.0,11.0,3,1,2,3,朝阳区,常营,管庄东里,6号线常营站,700
2420.0,9.0,4,1,3,24,朝阳区,立水桥,世华泊郡,"13号线,5号线立水桥站",1050
1890.0,11.0,3,1,2,8,通州区,通州北苑,馨通家园,6号线物资学院路站,1400
5260.0,58.0,1,1,26,26,朝阳区,褡裢坡,泰福苑二区,6号线褡裢坡站,700
2160.0,16.0,2,1,2,5,大兴区,黄村西大街,黄村西里,4号线大兴线黄村西大街站,500
3200.0,12.0,4,1,11,28,朝阳区,劲松,乐澜宝邸,10号线劲松站,250
2880.0,12.0,4,1,15,28,朝阳区,潘家园,百环花园,10号线潘家园站,250
2550.0,9.0,3,1,6,6,东城区,广渠门外,广渠门外南街,"7号线,17号线广渠门外站",450
2610.0,11.0,2,1,4,6,丰台区,海户屯,西罗园南里,8号线南段海户屯站,650
2100.0,9.0,2,1,1,6,朝阳区,八里桥,西马庄园,八通线八里桥站,1150
2530.0,16.0,7,4,5,6,昌平区,天通苑南,天通苑四区,5号线天通苑南站,1050
1530.0,15.0,3,1,1,15,房山区,篱笆房,加州水郡四期,房山线篱笆房站,2550
3830.0,19.0,2,1,5,6,朝阳区,双井,双井东院,"7号线,10号线双井站",150
1740.0,12.0,2,1,5,6,通州区,通州北关,王家场,6号线通州北关站,2000
2120.0,10.0,3,1,1,18,朝阳区,管庄,管庄新村,八通线管庄站,600
2130.0,8.0,3,1,7,29,朝阳区,常营,保利嘉园3号院,6号线常营站,800
2650.0,18.0,3,1,1,5,丰台区,大红门,苗圃东里,"8号线南段,10号线大红门站",250
1820.0,17.0,4,1,3,6,昌平区,昌平,南环里,昌平线昌平站,850
1820.0,12.0,3,1,16,17,昌平区,南邵,何营路小区,无,65535
5210.0,44.0,1,1,2,6,朝阳区,潘家园,华威西里,10号线潘家园站,650
1820.0,7.0,4,1,2,6,丰台区,纪家庙,青秀城,10号线纪家庙站,1100
2820.0,11.0,2,1,19,27,朝阳区,褡裢坡,泰福苑二区,6号线褡裢坡站,700
2460.0,18.0,3,1,5,6,朝阳区,黄渠,常营民族家园G区,6号线黄渠站,1000
4280.0,61.0,2,1,4,6,通州区,北运河西,玉桥北里,6号线北运河西站,1250
1640.0,9.0,2,1,4,6,通州区,北运河西,三元村小区,6号线北运河西站,1100
2640.0,19.0,2,1,1,6,石景山区,古城,古城南路,1号线古城站,500
2320.0,11.0,3,1,1,5,朝阳区,黄渠,北京外运三间房家属院,6号线黄渠站,500
2850.0,18.0,3,1,6,6,东城区,广渠门外,广渠门外南街,"7号线,17号线广渠门外站",450
2550.0,12.0,4,2,14,18,丰台区,宋家庄,怡和世家,"5号线,10号线,亦庄线宋家庄站",950
2410.0,14.0,6,2,1,9,大兴区,亦庄文化园,东晶国际,亦庄线亦庄文化园站,850
2620.0,9.0,3,1,22,28,朝阳区,四惠东,通惠家园惠民园,"1号线,八通线四惠东站",350
2130.0,8.0,3,1,4,17,丰台区,新宫,德鑫嘉园二期,"4号线大兴线,19号线新宫站",700
1720.0,12.0,3,1,5,6,通州区,梨园,云景北里,八通线梨园站,300
1870.0,10.0,2,1,3,6,通州区,梨园,葛布店东里,八通线梨园站,700
2540.0,10.0,3,1,6,6,西城区,红莲南路,鸭子桥南里,无,65535
3000.0,11.0,3,1,3,21,朝阳区,四惠,都会华庭,"1号线,八通线四惠站",750
1910.0,10.0,3,1,4,20,朝阳区,东坝中街,金驹家园,6号线褡裢坡站,4200
2320.0,14.0,3,1,1,6,朝阳区,双桥,建东苑,八通线双桥站,950
1810.0,13.0,4,1,1,13,通州区,土桥,DBC加州小镇,八通线土桥站,500
3180.0,9.0,5,1,17,26,朝阳区,望京东,宝星园,15号线望京东站,550
2350.0,13.0,5,1,6,6,昌平区,育知路,风雅园三区,8号线育知路站,950
3190.0,18.0,4,1,3,25,朝阳区,潘家园,美景东方,14号线东段北工大西门站,850
2170.0,11.0,4,1,2,21,石景山区,古城,古城现代嘉园,1号线古城站,1250
2220.0,10.0,3,1,5,6,石景山区,古城,古城南路,1号线古城站,500
2380.0,11.0,3,1,7,18,丰台区,樊羊路,郭公庄幸福家园,房山线樊羊路站,400
2180.0,12.0,3,1,6,8,朝阳区,孙河,康营小区6区,15号线孙河站,1050
2870.0,9.0,4,1,4,11,朝阳区,太阳宫,曙光里,"10号线,17号线太阳宫站",650
1870.0,18.0,3,1,4,6,通州区,通州北关,西潞苑小区,6号线通州北关站,1950
2260.0,10.0,3,1,24,26,朝阳区,草房,保利嘉园1号院,6号线草房站,950
1940.0,9.0,3,1,14,16,顺义区,花梨坎,枫泉花园,15号线花梨坎站,700
1410.0,10.0,5,1,6,21,房山区,篱笆房,天资华府,房山线篱笆房站,1950
2600.0,20.0,8,4,1,6,通州区,物资学院路,8哩岛,6号线物资学院路站,800
1580.0,11.0,4,1,6,6,通州区,北运河西,南小园,6号线北运河西站,1400
2850.0,15.0,4,1,6,16,丰台区,方庄,紫芳园六区,14号线东段方庄站,750
1810.0,13.0,3,1,2,6,通州区,通州北关,永顺南里2号院,6号线通州北关站,1300
4830.0,34.0,1,1,18,28,西城区,达官营,荣丰2008,"7号线,16号线达官营站",450
2540.0,16.0,2,1,12,18,大兴区,亦庄桥,中信新城东区,亦庄线荣京东街站,2500
1690.0,9.0,2,1,5,7,通州区,北运河西,幸福艺居,6号线北运河西站,1550
2170.0,9.0,3,1,4,6,朝阳区,褡裢坡,金星小区,6号线褡裢坡站,950
6650.0,64.0,2,1,1,6,朝阳区,劲松,劲松三区,10号线劲松站,300
2370.0,16.0,3,1,1,5,朝阳区,黄渠,北京外运三间房家属院,6号线黄渠站,500
3060.0,24.0,6,1,6,6,昌平区,天通苑,天通中苑,5号线天通苑站,1300
2180.0,13.0,6,1,6,6,昌平区,天通苑,天通中苑,5号线天通苑站,1300
1690.0,11.0,3,1,2,6,通州区,北运河西,运乔嘉园,6号线北运河西站,1000
6830.0,44.0,1,1,3,6,西城区,积水潭,新明胡同,"2号线,19号线积水潭站",1300
1550.0,10.0,3,1,2,5,顺义区,石门,西辛北区,15号线石门站,1100
3130.0,9.0,2,1,5,5,朝阳区,芍药居,芍药居甲2号院,"10号线,13号线芍药居站",500
1320.0,9.0,3,1,11,17,房山区,良乡大学城西,紫汇家园,房山线良乡大学城西站,550
2080.0,13.0,5,1,3,4,大兴区,旧宫,宣颐家园,亦庄线旧宫站,850
2070.0,12.0,4,1,5,6,朝阳区,双桥,建东苑,八通线双桥站,950
1350.0,15.0,5,3,5,6,房山区,苏庄,蓝光星华海悦城,房山线苏庄站,650
1390.0,15.0,5,3,5,6,房山区,苏庄,蓝光星华海悦城,房山线苏庄站,650
2510.0,12.0,3,1,1,6,朝阳区,黄渠,常营民族家园三期,6号线黄渠站,200
2260.0,14.0,4,1,3,13,大兴区,亦庄桥,莱茵河畔,亦庄线亦庄桥站,800
2560.0,15.0,6,1,3,11,丰台区,石榴庄,彩虹城三区,10号线石榴庄站,950
2610.0,10.0,2,1,9,18,朝阳区,褡裢坡,泰福苑一区,6号线褡裢坡站,500
2770.0,13.0,5,1,25,33,朝阳区,四惠,都会华庭,"1号线,八通线四惠站",750
2860.0,9.0,2,1,3,5,朝阳区,双井,垂杨柳北里,"7号线,10号线双井站",400
1550.0,10.0,3,1,7,11,通州区,土桥,欣桥家园,八通线土桥站,1150
1660.0,13.0,3,1,4,6,通州区,梨园,艺苑西里,八通线梨园站,1200
1460.0,9.0,4,1,16,20,房山区,长阳,长阳国际城,房山线长阳站,800
2040.0,16.0,2,1,4,5,大兴区,黄村西大街,黄村西里,4号线大兴线黄村西大街站,500
2100.0,9.0,2,1,3,5,石景山区,古城,古城特钢楼,1号线古城站,1150
2620.0,14.0,3,1,26,26,朝阳区,高碑店,金隅汇星苑,6号线青年路站,1450
4540.0,64.0,2,1,1,6,通州区,北运河西,上园200号院,6号线北运河西站,550
1660.0,8.0,2,1,7,14,通州区,通州北关,东潞苑,6号线通州北关站,2350
1640.0,12.0,3,1,5,6,通州区,物资学院路,永顺西里,6号线物资学院路站,1150
2000.0,7.0,4,1,4,17,朝阳区,高碑店,金隅汇星苑,6号线青年路站,1450
3030.0,17.0,2,1,5,5,东城区,天坛东门,天坛东里中区,5号线天坛东门站,700
2180.0,12.0,3,1,6,7,朝阳区,高碑店,南太平庄北巷,八通线高碑店站,1100
2290.0,12.0,7,4,5,6,昌平区,天通苑南,天通苑四区,5号线天通苑南站,1050
2240.0,10.0,4,1,22,28,朝阳区,小红门,鸿博家园二期D区,亦庄线小红门站,450
3040.0,14.0,2,1,4,5,朝阳区,四惠,百子湾3号楼,"6号线,17号线东大桥站",4150
3010.0,8.0,3,1,15,21,朝阳区,安立路,慧忠北里,15号线安立路站,250
3540.0,19.0,4,1,15,24,朝阳区,双井,广渠门外大街6号院,"7号线,10号线双井站",300
2380.0,12.0,3,1,22,22,海淀区,五棵松,西翠芳庭,1号线五棵松站,1750
2120.0,11.0,3,1,3,6,朝阳区,孙河,康营小区,15号线孙河站,1000
2360.0,11.0,3,1,10,18,朝阳区,星火,姚家园东里8号院,"3号线,20号线星火站",800
2710.0,9.0,2,1,5,6,海淀区,海淀五路居,永金里小区,6号线海淀五路居站,1300
2800.0,18.0,3,1,4,6,石景山区,八宝山,鲁谷74号院,1号线八宝山站,800
2270.0,15.0,3,1,4,6,朝阳区,常营,连心园西区,6号线常营站,800
2040.0,6.0,4,1,1,17,朝阳区,立水桥南,溪城家园一号院,5号线立水桥南站,1100
2280.0,9.0,4,1,1,17,朝阳区,立水桥南,溪城家园一号院,5号线立水桥南站,1100
1910.0,9.0,4,1,1,18,通州区,次渠南,次渠锦园北区,亦庄线次渠南站,350
2630.0,11.0,3,1,8,16,丰台区,公益西桥,枫竹苑二区,4号线大兴线公益西桥站,350
1620.0,8.0,2,1,3,6,通州区,北运河西,玉桥北里,6号线北运河西站,1250
3480.0,16.0,2,1,4,6,朝阳区,红庙,延静里中街,"6号线,14号线东段金台路站",800
2380.0,8.0,4,1,6,30,朝阳区,十里堡,晨光家园,6号线十里堡站,550
8620.0,84.0,2,1,12,28,朝阳区,百子湾,石门新居,7号线百子湾站,250
1430.0,10.0,3,1,6,24,房山区,良乡大学城,首创紫悦台,房山线良乡大学城站,550
1590.0,8.0,3,1,8,22,通州区,万盛西,大方居,7号线万盛西站,1350
2480.0,16.0,3,1,5,5,朝阳区,黄渠,常营民族家园三期,6号线黄渠站,200
1500.0,11.0,3,1,6,6,通州区,通州北关,潞苑嘉园,6号线通州北关站,2050
1890.0,15.0,4,1,3,6,顺义区,俸伯,裕龙六区,15号线俸伯站,1650
2060.0,10.0,2,1,6,16,石景山区,金安桥,模式口西里,"1号线,6号线苹果园站",2200
5690.0,54.0,1,1,8,18,丰台区,宋家庄,政馨园一区,"5号线,10号线,亦庄线宋家庄站",400
1990.0,9.0,3,1,5,6,石景山区,古城,首钢古城西路,1号线古城站,950
2210.0,12.0,4,1,1,6,大兴区,亦庄文化园,新康家园,亦庄线亦庄文化园站,750
1630.0,8.0,6,2,22,27,大兴区,天宫院,保利春天里一区,4号线大兴线天宫院站,250
2990.0,13.0,3,1,4,18,海淀区,永泰庄,海清园,8号线永泰庄站,1200
3070.0,15.0,3,1,22,23,朝阳区,立水桥,北京北,"13号线,5号线立水桥站",500
2060.0,12.0,4,1,1,18,通州区,次渠南,次渠锦园北区,亦庄线次渠南站,350
2470.0,9.0,3,1,3,18,丰台区,公益西桥,星河苑2号院,4号线大兴线公益西桥站,200
6080.0,45.0,1,1,4,6,东城区,和平里北街,和平里五区,5号线和平里北街站,400
1740.0,11.0,4,1,6,6,通州区,九棵树,翠屏南里,八通线果园站,1100
1930.0,8.0,3,1,3,15,石景山区,苹果园,西山奥园,"1号线,6号线苹果园站",1150
4910.0,52.0,1,1,2,9,大兴区,亦庄文化园,听涛雅苑,亦庄线亦庄文化园站,950
2580.0,13.0,4,1,4,6,丰台区,角门东,怡然家园5号院,10号线角门东站,400
1840.0,14.0,2,1,11,11,通州区,通州北关,苏坨新村,6号线通州北关站,2800
8520.0,91.0,2,1,28,28,朝阳区,百子湾,石门新居,7号线百子湾站,250
3410.0,17.0,2,1,2,6,朝阳区,十里堡,十里堡东里,6号线十里堡站,700
2400.0,18.0,2,0,1,14,通州区,高楼金,DBC加州小镇C区,7号线高楼金站,200
2360.0,10.0,2,1,2,5,石景山区,古城,古城北路,1号线古城站,1150
2100.0,13.0,4,1,2,6,通州区,北神树,小康东里,亦庄线万源街站,2700
1450.0,15.0,5,1,11,15,房山区,良乡大学城西,瑞雪春堂,房山线良乡大学城西站,900
3890.0,38.0,1,1,10,12,大兴区,旧宫,亦庄北岸,亦庄线旧宫站,1050
1860.0,13.0,4,1,2,6,顺义区,花梨坎,三山新新家园,15号线花梨坎站,2100
1700.0,11.0,3,1,2,6,通州区,土桥,欣桥家园,八通线土桥站,1150
3250.0,14.0,3,1,4,18,海淀区,永泰庄,海清园,8号线永泰庄站,1200
2790.0,10.0,4,1,15,28,海淀区,西二旗,回龙观新村西区,"13号线,昌平线西二旗站",1050
2860.0,20.0,6,1,5,6,昌平区,霍营,龙跃苑三区,"8号线,13号线霍营站",800
3990.0,18.0,2,1,2,5,朝阳区,团结湖,农展南里,"3号线,10号线团结湖站",250
1800.0,11.0,3,1,4,6,通州区,九棵树,翠屏南里,八通线果园站,1100
2650.0,16.0,3,1,4,6,丰台区,首经贸,枫泽园,"10号线,房山线首经贸站",650
2410.0,17.0,2,1,5,6,石景山区,八宝山,八宝山南路29号院,1号线八宝山站,2000
5960.0,94.0,2,1,1,7,通州区,果园,新华联家园南区,八通线果园站,650
3390.0,15.0,3,1,21,28,朝阳区,望京,南湖东园一区,"14号线东段,15号线望京站",550
2530.0,12.0,3,1,21,27,通州区,物资学院路,新建村二期,6号线物资学院路站,550
2820.0,16.0,4,1,1,17,朝阳区,成寿寺,金第润苑,10号线成寿寺站,600
1680.0,13.0,3,1,2,21,通州区,通州北关,富力惠兰美居,6号线通州北关站,3100
2140.0,14.0,4,2,2,27,朝阳区,管庄,京通苑阳光华苑,八通线管庄站,500
3270.0,17.0,2,1,8,18,朝阳区,潘家园,华威西里,10号线潘家园站,650
2030.0,8.0,3,1,5,13,丰台区,新宫,德鑫嘉园三期,"4号线大兴线,19号线新宫站",850
2070.0,9.0,3,1,9,9,朝阳区,黄渠,汇鸿家园,6号线黄渠站,900
2400.0,12.0,3,1,1,12,昌平区,天通苑,天通苑北二区,5号线天通苑站,1000
1670.0,9.0,4,1,13,22,通州区,北运河西,百合湾,6号线北运河西站,1100
3050.0,9.0,3,1,2,18,朝阳区,大望路,光辉里,"1号线,14号线东段大望路站",50
2510.0,13.0,3,1,5,15,海淀区,永丰,友谊嘉园三期,16号线永丰站,2150
2870.0,12.0,2,1,19,22,朝阳区,四惠东,甘露园南里一区,6号线青年路站,950
1740.0,12.0,4,1,5,6,通州区,果园,新华联家园南区,八通线果园站,650
2650.0,10.0,3,1,20,24,西城区,达官营,常青藤嘉园,"7号线,16号线达官营站",1100
2750.0,11.0,4,1,20,24,西城区,广安门内,立恒名苑,7号线广安门内站,1100
2100.0,10.0,4,1,15,27,通州区,九棵树,玉兰湾,八通线梨园站,900
2130.0,18.0,2,1,15,16,大兴区,瀛海,永旭嘉园,8号线南段瀛海站,1200
1920.0,17.0,3,1,3,6,通州区,九棵树,西营前街,6号线北运河西站,1900
